dal_km,al_km,descrizione,tipo_lavoro,importo_lav_principali,importo_lav_totale,data_consegna_impresa,avanzamento_lavori,ultimazione,sospesa,impresa,id,regione,strada,CUP
0,0,S.P. 64 ``Nursina`` Interventi di ripristino del corpo stradale e realizzazione di opere di protezione dalla caduta massi dal Km 0+000 al Km 12+200 (localita Forche Canapine) - Secondo stralcio funzionale dalla localita Capodacqua all`innesto con la S.S. 685. ,Lavori di manutenzione straordinaria.,1493939.99,1784377.84,30/05/2018,0,25/12/2018,,ALPI S.R.L.,14551,MARCHE,SS685,
0,0,S.P. 64 ?Nursina? Interventi necessari per apertura al traffico con limitazioni alla circolazione dal Km 2+400 localita Capodacqua al Km 5+000 innesto con la S.S.685? Lotto 0,Lavori di manutenzione straordinaria.,54171.28,58590.35,16/03/2018,84.74,30/03/2018,,UBALDI COSTRUZIONI S.P.A.,14552,MARCHE,SS685,
0,0,S.P. 64 ?Nursina? Interventi necessari per apertura al traffico con limitazioni alla circolazione dal Km 0+000 innesto con la SP129 al Km 2+400 localita Capodacqua? - Lotto 0,Lavori di manutenzione straordinaria.,34918.75,37720.56,16/03/2018,74.55,30/03/2018,,ITTEMO S.R.L.,14553,MARCHE,SS685,
2.35,2.41,S.S. 685 - Lavori di realizzazione di barriera paramassi e rafforzamento corticale al Km 2+350,Lavori di manutenzione straordinaria.,358540.76,471589.09,21/02/2018,50,09/05/2018,,STRADE E AMBIENTE SRL,14525,MARCHE,SS685,
6.086,7.239,S.S. 685 - Lavori di primo ripristino del fornice della Galleria Cesaronica e t.s. finalizzati al transito provvisorio. Fase 0,Lavori di manutenzione straordinaria.,32450,35668,13/04/2018,0,17/04/2018,,COSTRUZIONI CARLOMAGNO FRANCESCO S.,14524,MARCHE,SS685,
78,111,S.S. 73 Bis Di Bocca Trabaria - Lavori urgenti per la sistemazione dei  cavalcavia ammalorati ricadenti tra il km 78+100 e il km 111 carr dx e sx,Lavori di manutenzione straordinaria.,566211.8,583989.57,13/02/2018,92.3,20/08/2018,,M.G.A. ITALIA SRL,14516,MARCHE,SS73bis,
3,74,SS 76 Lavori di adeguamento degli impianti tecnologici. ai sensi del D.L. n? 264 del 05.10.2006 in materia di sicurezza per gallerie della rete stradale trans europea: Bartolomeo e Campo D`Olmo,Lavori di manutenzione straordinaria.,952308.51,1240308.51,25/06/2018,29.93,01/11/2018,,ATI STACCHIO IMPIANTI -IGE IMPIANTI,14509,MARCHE,SS76,
16,74,SS 76 - Lavori di manutenzione straordinaria per il rifacimento del tappeto d`usura e risanamento in tratti saltuari della sottofondazione stradale dal km 16+050 al km 23+700.dal km 28+000 al km 36+500 dal km 41+500 al km48+000 dal km 54+000 al km 74+400 carr dx e sx.|,Lavori di manutenzione straordinaria.,1215205,1235905,02/07/2018,0,17/11/2018,,ATI PESARESI G. - SOC. COOP BRACC. COSTR. NASONI - BOSCARINI COSTR.,14514,MARCHE,SS76,
50.2,64,SS 76 - Lavori di manutenzione straordinaria per il ripristino della pavimentazione stradale nel tratto compreso tra i km 50+200 e km 64+000  in entrambe le carreggiate con risanamento della sovrastruttura in tratti saltuari. compresi gli svincoli di ``JESI CENTRO`` al km 58+600 e ``Cingoli`` al km 54+150,Lavori di manutenzione straordinaria.,1093300,1114300,02/07/2018,30.66,06/11/2018,,ATI PESARESI G. - SOC. COOP BRACC. COSTR. NASONI - BOSCARINI COSTR.,14508,MARCHE,SS76,
0,0,SP 91 Lavori per la messa in sicurezza della sede stradale dal km.7+600 al km 9+600,Lavori di manutenzione straordinaria.,105302.76,151287.24,15/02/2018,100,16/03/2018,,ROCK AND RIVER SRL,14545,MARCHE,SS77,
0,0,SP 91 ``Pian di Pieca-Fiastra``: Interventi di ripristino e messa in sicurezza della sede stradale a seguito dei danni causati dagli eventi sismici al km 14+450,Lavori di manutenzione straordinaria.,71534.76,108126.29,21/12/2017,100,18/02/2018,,PERSIA UMBERTO COSTRUZIONI SRL,14546,MARCHE,SS77,
0,0,S.P. 119 - Interventi di verifica e sistemazione locale del versante e di ripristino di opere di sostegno dal km 1.15 al km 7.265 ? fase 1,Lavori di manutenzione straordinaria.,29225.57,30050.12,12/01/2018,0,12/03/2018,,CERQUA GIOVANNI,14548,MARCHE,SS77,
0,0,S.P. 96 - Lavori di ripristino e messa in sicurezza del corpo stradale dal km 2+400 al km 2+500 e del Ponte a tre arcate in muratura,Lavori di manutenzione straordinaria.,202878.26,229666.67,09/02/2018,89.31,09/07/2018,,STRADEDIL S.R.L.,14566,MARCHE,SS77,
62.212,62.622,Lavori di ripristino dei baggioli danneggiati a causa del sisma del 24 agosto 2016 e 30 ottobre 2016 del viadotto al km 62+213,Lavori di manutenzione straordinaria.,1193263.88,1459244.38,28/09/2017,85.89,24/07/2018,,IMPRESA DI COSTRUZIONI CAV.ANTONIO SANTALUCIA S.R.L.,14526,MARCHE,SS77,
64.912,64.912,SS 77 - Lavori per la regimentazione delle acque di percolazione all`interno della galleria ``SAN GIOVANNI`` al Km. 64+912 in carreggiata DX,Lavori di manutenzione straordinaria.,125316.85,127816.85,03/08/2018,0,31/10/2018,,E.MI. STRADE E CONSOLIDAMENTI SRL,14510,MARCHE,SS77,
85,96.8,SS 77 Lavori di manutenzione straordinaria del piano viabile dal km 85+000 al km 90+000 E TRA IL KM 91+000 ED IL 96+000 IN CARR DX TRA IL KM 96+800 ED IL 95+000 E TRA IL KM 92+000 ED IL 85+000 IN CARR SX in tratti saltuari.,Lavori di manutenzione straordinaria.,2865891.19,2920565.73,16/05/2018,43.09,03/01/2019,,ATI ASFALTI SRL-ABIT SRL-FERRETTI S SEGNAL SYSTEM SRL,14513,MARCHE,SS77,
9.42,11.2,S.S. 81 - Lavori di ripristino della pavimentazione stradale al km 9+420 e 11+200,Lavori di manutenzione straordinaria.,70218.3,71378.3,17/07/2017,98.71,14/09/2017,,I.C.A.G. S.R.L.,14531,MARCHE,SS81,
0,0, S.C. Carosi - Lavori di ripristino del corpo stradale e delle opere di sostegno a monte e a valle.,Lavori di manutenzione straordinaria.,540121,681501,15/11/2017,80,27/07/2018,,SABINA CONGLOMERATI S.R.L.,14559,MARCHE,XS4,
0.8,7.2,S.P. 129 - Interventi di stabilizzazione dei versanti e ripristino del corpo stradale dal km 9+500 al km 9+600 ,Lavori di manutenzione straordinaria.,453473.79,576273.04,04/12/2017,100,03/03/2018,,DOLOMITI ROCCE S.R.L.,14536,MARCHE,XS4,
1.15,7.265,S.P. 119 - Interventi di verifica e sistemazione locale del versante e di ripristino di opere di sostegno dal km 1+150 al km 7+265 - Fase 2,Lavori di manutenzione straordinaria.,1048924.52,1188073.88,21/05/2018,0,17/09/2018,,CONSORZIO STABILE TOSCANO SOCIETA CONSORTILE A RESP. LIMITATA,14547,MARCHE,XS4,
1.5,1.7, S.P. 173 ``Circonvallazione di Offida``- Lavori di ripristino del corpo stradale dal km 1+500 al km 1+700 ,Lavori di manutenzione straordinaria.,400907.6,552137.6,25/10/2017,84.62,21/02/2018,,ING. COSTRUZ. COLOMBRITA S.R.L.,14549,MARCHE,XS4,
9.3,9.7,SP 67 Polverina-Propezzano. Lavori di ripristino di Corpo stradale dal km 2+300 al km 9+700,Lavori di manutenzione straordinaria.,225235.54,266336.72,19/10/2017,80,21/04/2018,,EUROBUILDING SPA,14537,MARCHE,XS4,
0,4, S.P. 137 - ex S.S.  209 - Interventi definitivi di ripristino del corpo stradale e Reti paramassi al km 0+000 al km 4+000,Lavori di manutenzione straordinaria.,798983,984903,29/05/2018,0,25/09/2018,,ESSETI S.R.L. SISTEMI E TECNOLOGIE,14554,MARCHE,XS77,
0,3.9, S.P. 166 - S.P. 70 - S.P. 84 -  Messa in sicurezza corpo stradale.,Lavori di manutenzione straordinaria.,433695.24,510421.89,30/05/2018,14.83,27/08/2018,,IMPRESA DUCI SRL,14555,MARCHE,XS77,
0.3,0.38,S.P. 113 - Lavori di ripristino di Corpo stradale al km 0+300,Lavori di manutenzione straordinaria.,54371.24,59783.37,24/01/2018,89.1,23/04/2018,,PROCACCIA & C. S.R.L.,14539,MARCHE,XS77,
0.35,0.5,S.P. 135 Interventi di ripristino del corpo stradale. stabilizzazione dei versanti. di opere d`arte minori e protezioni idrauliche e della galleria naturale dal km 0+100 al km 3+950,Lavori di manutenzione straordinaria.,2296186.74,2753774.03,19/09/2017,78.56,04/03/2018,,RTI IMPRESA EDILE E STR.LE GENTILE ORI - SABINA CONGLOMERATI SRL,14540,MARCHE,XS77,
0.5,4,Strada S.P. 20 ``Caspriano-Montecavallo (Piedelsasso)``. Lavori di ripristino delle reti paramassi dal km 0+500 al km 4+000,Lavori di manutenzione straordinaria.,569224,722199,24/10/2017,100,20/02/2018,,ROCK AND RIVER SRL,14556,MARCHE,XS77,
1.5,2.35,S.P. 69 ``Massaprofoglio`` - Lavori di ripristino del corpo stradale e delle barriere paramassi dal km 1+500 al km 2+350 a seguito degli eventi sismici,Lavori di manutenzione straordinaria.,422071.5,551766.5,24/10/2017,100,20/02/2018,,PRAGMA COSTRUZIONI GEN. SRL,14558,MARCHE,XS77,
4.28,10.7,Strada S.P. 66 ``Macereto``. Interventi di rispristino e messa in sicurezza a seguito degli eventi sismici occorsi dal 24 agosto 2016. Lavori di ripristino del corpo stradale dal km 4+280 al km 10+700,Lavori di manutenzione straordinaria.,793529.75,969929.75,04/04/2018,0,01/08/2018,,FMC EDILIZIA SOCIETA COOPERATICA,14557,MARCHE,XS77,
4.5,6.5,S.P. 136 - Interventi di ripristino del corpo stradale dal km 4+500 al km 6+500.,Lavori di manutenzione straordinaria.,2381306.24,2967936.15,10/05/2018,0,04/04/2019,,ATI COGEMA SRL - IMPRESA PERSIA R.,14541,MARCHE,XS77,
8.1,12,S.P. 136 - Interventi di ripristino del Corpo stradale dal km 8+100 al km 12+000 e dell`attraversamento idraulico al km 11+500.,Lavori di manutenzione straordinaria.,3505880.36,4424245.26,13/06/2018,0,25/10/2019,,BCS COSTRUZIONI S.R.L.,14542,MARCHE,XS77,
9.35,10.25,S.P.136 - Interventi di ripristino delle reti paramassi al km 9+350 e al km 13+600 e di ripristino della viabilita al km 10+000. ,Lavori di manutenzione straordinaria.,1533531.87,1943091.56,28/03/2018,0,02/12/2018,,ATI ECOGRID SRL - C.E.M.A. S.R.L.,14543,MARCHE,XS77,
19.9,20.1, S.P. 78 - Interventi di stabilizzazione dei versanti al  km 19+900 ,Lavori di manutenzione straordinaria.,261515.72,334790.72,16/03/2018,100,13/06/2018,,LIFE S.R.L.,14544,MARCHE,XS77,
179.035,214.725,LAVORI DI MANUTENZIONE PROGRAMMATA PER IL RIPRISTINO DELLA PAVIMENTAZIONE STRADALE IN TRATTI SALTUARI COMPRESI TRA IL KM 179+035 ED IL KM 214+725 DELLA S.S. 17  - 1? STRALCIO,Lavori di manutenzione straordinaria.,1117090.25,1132881.62,26/04/2018,100,15/07/2018,,ATI ADRIATICA STRADE A-STRA - INTER SASSANO - PISTILLI COSTR.,14662,MOLISE,SS17,
0,10,LAVORI DI MANUTENZIONE STRAORDINARIA PER IL RIPRISTINO FUNZIONALE DEGLI IMPIANTI TECNOLOGICI A SERVIZIO DELLE GALLERIE DEL 1? LOTTO DELLA SS 17 VAR A ``ISERNIA - CASTEL DI SANGRO``,Lavori di manutenzione straordinaria.,461684.82,492284.82,03/05/2018,0,29/10/2018,,LFM S.R.L.,14665,MOLISE,SS17var-a,
12.3,27,LAVORI DI MANUTENZIONE PROGRAMMATA PER IL RIFACIMENTO DELLA PAVIMENTAZIONE STRADALE IN TRATTI SALTUARI COMPRESI TRA IL KM 12+300 ED IL KM 27+000 DELLA S.S.645 - 1? STRALCIO,Lavori di manutenzione straordinaria.,723135,737199.75,16/07/2018,0,25/11/2018,,PAVING TECHNOLOGY SRL,14664,MOLISE,SS645,
0,75, |SS 647 - Lavori di manutenzione straordinaria per il ripristino corticale delle strutture in c.a. degradate e delle opere di deflusso dei viadotti ``Rio``. ``Viticozze``. ``Santa Cecilia I e II``.  ,Lavori di manutenzione straordinaria.,899306.04,1008499.66,21/05/2018,0,17/10/2018,,CAPONE COSTRUZIONI GENERALI SRL,14668,MOLISE,SS647,
0,75,LAVORI DI MANUTENZIONE STRAORDINARIA PER IL RIPRISTINO DELLA PAVIMENTAZIONE IN TRATTI SALTUARI DELLA SS 647 ``FONDOVALLE DEL BIFERNO`` - II? STRALCIO,Lavori di manutenzione straordinaria.,529698.93,555073.93,14/05/2018,99.7,31/08/2018,,PAVING TECHNOLOGY SRL,14671,MOLISE,SS647,
3,37.958,CONSOLIDAMENTO E RISANAMENTO DEI VIADOTTI COMPRESI TRA I KM 3+000 E KM 37+958 - I STRALCIO - II LOTTO - CONSOLIDAMENTO ALLE STRUTTURE PORTANTI ED OPERE ACCESSORIE VIDOTTO GAMBERALE,Lavori di manutenzione straordinaria.,2498271.4,2615824.62,20/06/2018,0,06/05/2019,,ATI PELUSO COSTRUZIONISRL+PEL.CAR.S DELTA COSTRUZIONI SRL UNIPERSONALE,14661,MOLISE,SS650,
0,12.56,LAVORI DI MANUTENZIONE STRAORDINARIA PER IL RIPRISTINO DELLA PAVIMENTAZIONE STRADALE SULLA SS 652 ``FONDO VALLE DEL SANGRO``.,Lavori di manutenzione straordinaria.,1341700.8,1450589.69,20/10/2017,67.56,08/08/2018,,ATI BETON BLACK SPA-M.C. APPALTI-3S SOC DI SERV STRADALI E AZIENDALI,14669,MOLISE,SS652,
3.67,3.67,LAVORI DI RIPRISTINO SUPERFICIALE DELLE PILE. DELLE SOLETTE E OPERE DI SCARICO DEL VIADOTTO CUPONE AL KM 3+670 DELLA S.S. 652 - COMPLETAMENTO,Lavori di manutenzione straordinaria.,657320,703097.78,12/04/2018,0,27/11/2018,,CONSORZIO STABILE F2B,14667,MOLISE,SS652,
25.6,28.4,ADEGUAMENTO E MESSA IN SICUREZZA DELLE FERMATE DEL TRASPORTO PUBBLICO LOCALE - LAVORI DI COSTRUZIONE DI N. 4 GOLFI DI FERMATA LUNGO LA STRADA STATALE 85 ``VENAFRANA``,Lavori di manutenzione straordinaria.,585918.29,668293.29,04/01/2017,58.75,30/09/2017,,CON.AR.ED. SOC. COOP.,14673,MOLISE,SS85,
105.85,117.4,LAVORI DI MANUTENZIONE PROGRAMMATA PER IL RIPRISTINO DELLA PAVIMENTAZIONE STRADALE IN TRATTI SALTUARI COMPRESI TRA IL KM 105+850 ED IL KM 117+400 DELLA S.S. 87  - 1? STRALCIO,Lavori di manutenzione straordinaria.,551964.86,560762.25,16/04/2018,100,10/06/2018,,ATI BETON BLACK SPA-M.C. APPALTI-3S SOC DI SERV STRADALI E AZIENDALI,14663,MOLISE,SS87,
117.74,132.7,LAVORI DI M.S. DELLE BARRIERE LATERALI DI SICUREZZA BORDO RILEVATO IN TRATTI SALTUARI COMPRESI TRA IL KM 117+740 ED IL KM 132+700 DELLA SS 87,Lavori di manutenzione straordinaria.,163287.45,414376.34,20/04/2018,0,16/09/2018,,ITALIANA COSTRUZIONI S.R.L,14666,MOLISE,SS87,
214.5,221.887,LAVORI DI MANUTENZIONE STRAORDINARIA PER IL RIPRISTINO DELLA PAVIMENTAZIONE STRADALE NEL TRATTO A 4 CORSIE COMPRESO TRA IL KM 214+500 ED IL KM 221+887  DELLA SS 87 ``SANNITICA``.,Lavori di manutenzione straordinaria.,859439.6,920550.71,16/05/2018,65.21,14/10/2018,,PAVING TECHNOLOGY SRL,14670,MOLISE,SS87,
0,0,ADEGUAMENTO E MESSA IN SICUREZZA DELLE FERMATE DEL TRASPORTO PUBBLICO LOCALE - LAVORI DI COSTRUZIONE DI N. 4 GOLFI DI FERMATA LUNGO LE STRADE STATALI 645``F.V. DEL TAPPINO`` E 650``F.V.TRIGNO``,Lavori di manutenzione straordinaria.,427483.65,572233.65,10/05/2017,99.54,16/07/2018,,RTI EDILSTRADE 2011-GEOGRIMP-ELETTR ICE GROUP SRL,14672,MOLISE,VARIE,
0,0,SS.SS.16-17-650 - INTERVENTI DI RIPARAZIONE DEI VIADOTTI ``TRIGNO`` DELLA S.S.16. DEL VIADOTTO ``CARPINO`` DELLA S.S.17 E DEL VIADOTTO ``TRIGNO`` DELLA S.S.650,Lavori di manutenzione straordinaria.,3821925,4573098.33,02/07/2018,0,29/09/2019,,GRANDI LAVORI S.C.A.R.L. CONSORZIO STABILE,14674,MOLISE,VARIE,
0,10.56,R.A. 10 - Lavori di manutenzione straordinaria della pavimentazione stradale lungo il RA10 - stralcio 2,Lavori di manutenzione straordinaria.,865078.58,912681.62,,0,,,ATI CO.GE.FA. - BITUX SPA- NEOCOS - CAVE SPADEA,14947,PIEMONTE,RA10,
5.44,13.943,SS. n. 26 - Adeguamento alla categoria C1 (D.M. 05/11/2001) e messa in sicurezza del tratto compreso tra Chivasso a Caluso con variante all`abitato di Are.,Lavori straordinari per nuove costruzioni.,13736430.25,20890231.14,,0,,,SPOSATO COSTRUZIONI SRL,14950,PIEMONTE,SS26,
26.25,26.25,S.S. 337 ``della Valle Vigezzo`` - Lavori di messa in sicurezza delle pile del viadotto Melezzo 1 al km 26+250,Lavori di manutenzione straordinaria.,646009.24,694384.24,27/06/2018,45.36,24/09/2018,,C.G.X. COSTRUZIONI GENERALI XODO S.R.L.,14944,PIEMONTE,SS337,
77,127,S.S. n. 33/II - Lavori di manutenzione straordinaria per il risanamento sia superficiale che profondo della pavimentazione stradale. dal km 77+000 al km 127+000 in tratti saltuari. e il rifacimento della relativa segnaletica orizzontale.,Lavori di manutenzione straordinaria.,893805.22,940508.79,09/05/2018,100,27/06/2018,,BRUSSI COSTRUZIONI S.R.L.,14941,PIEMONTE,SS33,
77,127,SS33/II - Lavori di manutenzione straordinaria per il risanamento sia superficiale che profondo della pavimentazione stradale dal km. 77+000 e 127+000 in t.s. e rifacimento della relativa segnaletica orizzontale ,Lavori di manutenzione straordinaria.,3608897.39,3656487.36,,0,,,ATI CO.GE.FA. - BITUX SPA- NEOCOS - CAVE SPADEA,14948,PIEMONTE,SS33,
0,39.339,S.S. n. 34 - Lavori di manutenzione straordinaria per il risanamento sia superficiale che profondo della pavimentazione stradale. dal km 0+000 al km 39+339 in tratti saltuari. e rifacimento della relativa segnaletica orizzontale.,Lavori di manutenzione straordinaria.,379525.5,407900.5,29/05/2018,0,04/07/2018,,ATI CO.GE.FA. - BITUX SPA- NEOCOS - CAVE SPADEA,14940,PIEMONTE,SS34,
2.45,8,S.S. n. 703 - Lavori di rifacimento della pavimentazione ammalorata dal km 2+450 al km 8+000.,Lavori di manutenzione straordinaria.,2560870.3,2660266.79,23/07/2018,19.53,02/11/2018,,ATI CO.GE.FA. - BITUX SPA- NEOCOS - CAVE SPADEA,14943,PIEMONTE,SS703,
0,0,S.S. nn. 20-21-705 - Lavori di manutenzione straordinaria per il ripristino delle pavimentazioni stradali in tratti saltuari.,Lavori di manutenzione straordinaria.,1688225.34,1753684.47,19/06/2018,0,16/10/2018,,ATI CO.GE.FA. - BITUX SPA,14939,PIEMONTE,VARIE,
0,0,S.S. nn. 33/III-659-337 - Lavori di manutenzione straordinaria della sovrastruttura stradale e rafforzamento delle pavimentazioni in tratti saltuari.,Lavori di manutenzione straordinaria.,1197493,1255715.22,16/04/2018,0,24/06/2018,,ATI CO.GE.FA. - BITUX SPA- NEOCOS - CAVE SPADEA,14942,PIEMONTE,VARIE,
0,0,S.S. CM 1  - Lavori di adeguamento e riordino della segnaletica verticale e marginale lungo le Strade Statali del Centro di manutenzione n. 1,Lavori di manutenzione straordinaria.,339038.23,367413.23,16/07/2018,54.86,12/11/2018,,SELCA SRL,14945,PIEMONTE,VARIE,
0,0,S.S. CM 3 - Lavori di adeguamento e riordino della segnaletica verticale e marginale lungo le Strade Statali del Centro di manutenzione n. 3,Lavori di manutenzione straordinaria.,230642.2,240867.2,13/07/2018,94.88,10/09/2018,,SELCA SRL,14946,PIEMONTE,VARIE,
0,0,Lavori di manutenzione straordinaria per il risanamento profondo della pavimentazione stradale della S.S. n. 231 e 706 in t. s. tra il km 0+000 e 82+000 e tra il km 0+000 e 6+700 compresi gli svincoli e il rifacimento della relativa segnaletica orizzontale - stralcio 2,Lavori di manutenzione straordinaria.,0,15750,27/11/2017,0,30/08/2018,,ATI CO.GE.FA. - BITUX SPA,14949,PIEMONTE,VARIE,
2.5,8,SS. 101 ``Salentina di Gallipoli`` - Lavori di Manutenzione Straordinaria consistenti nel rifacimento della pavimentazione stradale con conglomerato bituminoso del tipo drenante fonoassorbente e nel ripristino di tratti ammalorati tra il Km. 2+500 ed il Km. 8+000.,Lavori di manutenzione straordinaria.,1543560.8,1614536.43,04/06/2018,68.02,09/11/2018,,CO.EDI.SAL. S.C.R.L.,14608,PUGLIA,SS101,
715.5,811.35,S.S. 16 - Lavori di M.S. per l`adeguamento delle barriere stradali lungo la SS. 16 dal Km. 715+500 al Km. 811+350,Lavori di manutenzione straordinaria.,552730.78,1839069.77,18/01/2016,79.04,18/08/2018,, I.T. S.R.L INNOVAZIONE E TECNOLOGI,14610,PUGLIA,SS16,
0,0,"SS 172 - Adeguamento ed ammodernamento in sede ed in variante
Costruzione della quarta corsia sull`Orimini Superiore tra i km 56+000 e 60+500 e Aste di penetrazione a Martina Franca",Lavori straordinari per nuove costruzioni.,14559409.45,21897180.9,02/07/2018,1.51,14/08/,,ATI BULFARO SPA - MURANO SRL,14602,PUGLIA,SS172,
0,40.865,S.S. 655 - Lavori di M.S. consistenti nel ripristino di pavimentazioni ammalorate in tratti saltuari mirati all`incremento della sicurezza ed al miglioramento delle infrastrutture stradali.,Lavori di manutenzione straordinaria.,1110924.18,1160924.18,26/06/2018,49.51,23/09/2018,,ATI PAVING TECHNOLOGY SRL - STEELCONCRETE CONSORZIO STABILE,14609,PUGLIA,SS655,
3,5,SS 688 - Lavori di adeguamento degli impianti tecnologici alle normative vigenti e conseguimento del Risparmio energetico della galleria Monte Saraceno,Lavori di manutenzione straordinaria.,2695147.6,3106141.34,08/11/2017,46.82,17/02/2019,, I.T. S.R.L INNOVAZIONE E TECNOLOGI,14604,PUGLIA,SS688,
81.3,84.154,SS 96-99 - Adeguamento direttrice Bari-Matera: Tronco Altamura-Matera - 1? Lotto Dal km 85+000 (inizio var. Altamura) all`innesto con la SS 99,Lavori straordinari per nuove costruzioni.,21245521.37,28253506.73,28/10/2015,54.13,03/02/2019,,ATI VALORI CONSORZ. STABILE-DORONZO INFRASTRUTTURE S.R.L.,14613,PUGLIA,SS96,
0,0,SS.SS. 7 ter - 694 -  Lavori di M.S consistenti nel ripristino di pavimentazioni ammalorate in tratti saltuari mirati all`incremento della sicurezza ed al miglioramento delle infrastrutture stradali,Lavori di manutenzione straordinaria.,1657445.7,1693045.7,04/06/2018,82.66,14/11/2018,,CO.EDI.SAL. S.C.R.L.,14603,PUGLIA,VARIE,
0,0,SS.SS. 16 ? 379: Lavori di manutenzione straordinaria della pavimentazione stradale tra il km 814+800 ed il km 852+000 della S.S. 16 e tra il km 10+500 ed il km 51+100 della S.S. 379.,Lavori di manutenzione straordinaria.,2722484.56,2758084.56,25/10/2017,100,20/08/2018,,CO.EDI.SAL. S.C.R.L.,14605,PUGLIA,VARIE,
0,0,Lavori di manutenzione straordinaria per il ripristino del piano viabile mirati all`incremento della sicurezza e al miglioramento delle condizioni dell`infrastruttura stradale lungo le statali S.S.7 tra il km 591+741 ed il km 627+250 e la S.S.100 tra il km 4+000 ed il km 27+800.  tra il km 33+000  ed il km 42+700 e tra il km 44+500 ed il km 66+600,Lavori di manutenzione straordinaria.,1657445.71,1693045.71,25/10/2017,100,25/06/2018,,CO.EDI.SAL. S.C.R.L.,14606,PUGLIA,VARIE,
0,0,SS.SS.: 89-89 dir/B-272-688 - Lavori di risanamento e rafforzamento del piano viabile in tratti saltuari delle S.S. 89 dal Km.1+850 al Km. 96+500; S.S. 89 dir/B dal Km. 0+000 al Km. 11+832; S.S. 272 dal Km. 0+500 al Km. 56+600; S.S. 688 dal Km. 0+000 al Km. 9+935.,Lavori di manutenzione straordinaria.,2839016.3,2874616.3,23/10/2017,87.68,18/06/2018,,ATI PAVING TECHNOLOGY SRL - STEELCONCRETE CONSORZIO STABILE,14607,PUGLIA,VARIE,
0,17,SS.SS. 16 - 613 - Lavori di M.S per l`adeguamento delle barriere dal km 914+000 al km 915+500 della S.S. 16 e dal km 0+000 al km 17+000 della S.S. 613,Lavori di manutenzione straordinaria.,748936.78,1930779.76,12/02/2016,90,30/10/2017,,R.T.I. NUOVA ISES - LA MA.GI.A.,14611,PUGLIA,VARIE,
105.705,114.75,SS 96 - Tronco Gravina-Bari: tratto  da fine variante di Toritto a Modugno tra il  km 105+705 ed il km 114+750. compresa la variante di Palo del Colle.,Lavori straordinari per nuove costruzioni.,75067029.52,90848260.02,19/12/2013,83.88,06/07/2018,,ATI CONSORZIO INTEGRA SOC. COOP. (EX C.C.C. SOC. COOP.) - ALEANDRI,14612,PUGLIA,VARIE,
61,62,Lavori di M.S. del tunnel di Olbia - Interventi di manutenzione straordinaria degli impianti di illuminazione e tecnologici ,Lavori di manutenzione straordinaria.,542490.17,572008.01,16/05/2018,86.42,14/08/2018,,ATI DI BELLA COSTR. S.R.L. - ALMAR ELETTROTECNICA S.R.L.,14646,SARDEGNA,NSA411,
0,10,NU 22 - Strada Provinciale ``Osidda-Budduso`` - Ripristino scarpate strada ``Bitti-Budduso``,Lavori di manutenzione straordinaria.,1255348.24,1505201.88,21/09/2017,67.98,17/07/2018,,CONSORZIO A.R.E.M. LAVORI,14636,SARDEGNA,SP000,
1.64,4.27,SP 38 - OT 02 - Lavori di ripr. corpo stradale a seguito di frana (scheda 5) e Interventi vari di verifica e ripristino opere idrauliche e sovrastruttura stradale in vari tratti - a monte e valle della zona di frana di cui alla scheda 5 - (scheda 21) ,Lavori di manutenzione straordinaria.,3976660.45,4808633.21,03/05/2018,5.41,12/08/2019,,I.M.P. COSTRUZIONI GENERALI SRL,14637,SARDEGNA,SP38-OT,
1.05,1.1,SP 73 - NU 06 - Lavori di rifacimento tratto stradale lungo la SP 73 (Bitti-Sologo) al Km 1+050,Lavori di manutenzione straordinaria.,1418220.35,1564928.1,11/09/2014,92.6,19/05/2015,,GEOM. GIUSEPPE ANGIUS COSTRUZIONI S,14635,SARDEGNA,SP73-NU,
0,0,S.S. 125 ``Orientale Sarda`` - Tronco Tertenia-San Priamo: 1? Lotto - 1? Stralcio,Lavori straordinari per nuove costruzioni.,29445652.07,35555854.39,11/04/2017,58.79,20/02/2019,,DE SANCTIS COSTRUZIONI S.P.A,14659,SARDEGNA,SS125,
95.5,96.8,S.S. 127 - Lavori di M.S. Rafforzamento della sovrastruttura stradale all`interno del Centro Abitato di Nulvi (SS).,Lavori di manutenzione straordinaria.,287567.5,309056.39,15/05/2018,89.91,13/07/2018,,VITALI SPA,14651,SARDEGNA,SS127,
5.5,77.5,Lavori di manutenzione straordinaria per l`adeguamento delle barriere stradali lungo le Strade Statali SS.SS. 131in t.s.,Lavori di manutenzione straordinaria.,648194.63,691208.42,05/12/2017,100,03/06/2018,,ISEA S.R.L.,14640,SARDEGNA,SS131,
5.5,77.5,Lavori di M.S.. Rifacimento dello strato di usura drenante previo rafforzamento localizzato della sovrastruttura stradale. compresa segnaletica orizzontale dal km 5+500 al km 77+500  SS 131 in t.s. ,Lavori di manutenzione straordinaria.,436552.07,446699.86,04/06/2018,19.51,21/08/2018,,IGECO COSTRUZIONI S.P.A,14647,SARDEGNA,SS131,
